"20k COMPOUNDING MODEL  ▸  Same logic as 15k but starting at ₹20,000 per chain",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Trade #,"Investment
₹","Target
@ 6.28% ₹","Gross Profit
₹","Brokerage
(0.247%) ₹","Net Profit
₹","STCG Tax
(20%) ₹","After-Tax
Profit ₹","Self Dividend
(50%) ₹","Growth Amount
(Next Trade +) ₹"
132,440689.1152,468364.3917,27675.27644,1090.864208,26584.41223,5529.557743,21054.85448,10527.42724,10527.42724
133,451216.5425,479552.9413,28336.39887,1116.923381,27219.47549,5661.650901,21557.82459,10778.91229,10778.91229
134,461995.4548,491008.7693,29013.31456,1143.605069,27869.70949,5796.899574,22072.80992,11036.40496,11036.40496
135,473031.8597,502738.2605,29706.40079,1170.924144,28535.47665,5935.379142,22600.0975,11300.04875,11300.04875
136,484331.9085,514747.9523,30416.04385,1198.895833,29217.14802,6077.166788,23139.98123,11569.99062,11569.99062
137,495901.8991,527044.5383,31142.63926,1227.535725,29915.10354,6222.341536,23692.762,11846.381,11846.381
138,507748.2801,539634.8721,31886.59199,1256.859783,30629.73221,6370.984299,24258.74791,12129.37395,12129.37395
139,519877.654,552525.9707,32648.31667,1286.88435,31361.43232,6523.177923,24838.2544,12419.1272,12419.1272
140,532296.7812,565725.0191,33428.23786,1317.62616,32110.6117,6679.007234,25431.60447,12715.80223,12715.80223
141,545012.5835,579239.3737,34226.79024,1349.102349,32877.68789,6838.559082,26039.12881,13019.56441,13019.56441
142,558032.1479,593076.5668,35044.41889,1381.330458,33663.08843,7001.922393,26661.16604,13330.58302,13330.58302
143,571362.7309,607244.3104,35881.5795,1414.32845,34467.25105,7169.188219,27298.06283,13649.03142,13649.03142
144,585011.7623,621750.501,36738.73867,1448.114716,35290.62396,7340.449783,27950.17417,13975.08709,13975.08709
