15k COMPOUNDING MODEL  ▸  Sequential 6.28% Profit Chain  ▸  Tax: 20% STCG (Post Budget Jul 2024)  ▸  Reinvestment: 50% of after-tax profit,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
KEY ASSUMPTIONS: Profit Target = 6.28% per trade | Brokerage = 0.25% both sides + ₹19 DP | Income Tax = 20% STCG (update if LTCG applies: 12.5% above ₹1.25L) | Self Dividend = 50% of after-tax profit reinvested next trade,,,,,,,,,
Trade #,"Investment
₹","Target
@ 6.28% ₹","Gross Profit
₹","Brokerage
(0.247%) ₹","Net Profit
₹","STCG Tax
(20%) ₹","After-Tax
Profit ₹","Self Dividend
(50%) ₹","Growth Amount
(Next Trade +) ₹"
78,92373.70281,98174.771346468,5801.068536,228.658169,5572.410367,1159.061356,4413.349011,2206.674505,2206.674505
79,94580.37731,100520.025005068,5939.647695,234.1204828,5705.527212,1186.74966,4518.777552,2259.388776,2259.388776
80,96839.76609,102921.303400452,6081.53731,239.7132834,5841.824027,1215.099398,4626.724629,2313.362315,2313.362315
81,99153.1284,105379.94486352,6226.816464,245.4396879,5981.376776,1244.126369,4737.250406,2368.625203,2368.625203
82,101521.7536,107897.31972608,6375.566126,251.302888,6124.263238,1273.846754,4850.416485,2425.208242,2425.208242
83,103946.9618,110474.83100104,6527.869204,257.3061515,6270.563053,1304.277115,4966.285938,2483.142969,2483.142969
84,106430.1048,113113.91538144,6683.810583,263.4528243,6420.357758,1335.434414,5084.923345,2542.461672,2542.461672
85,108972.5665,115816.0436762,6843.477176,269.7463322,6573.730843,1367.336015,5206.394828,2603.197414,2603.197414
86,111575.7639,118582.72187292,7006.957973,276.1901829,6730.76779,1399.9997,5330.76809,2665.384045,2665.384045
87,114241.1479,121415.49198812,7174.344091,282.787968,6891.556123,1433.443674,5458.11245,2729.056225,2729.056225
88,116970.2042,124315.93302376,7345.728822,289.5433646,7056.185457,1467.686575,5588.498882,2794.249441,2794.249441
89,119764.4536,127285.66128608,7521.207687,296.4601379,7224.747549,1502.74749,5722.000059,2861.000029,2861.000029
90,122625.4536,130326.33208608,7700.878489,303.5421429,7397.336346,1538.64596,5858.690386,2929.345193,2929.345193
91,125554.7988,133439.64016464,7884.841367,310.7933268,7574.04804,1575.401992,5998.646048,2999.323024,2999.323024
92,128554.1219,136627.32075532,8073.198853,318.2177311,7754.981122,1613.036073,6141.945048,3070.972524,3070.972524
93,131625.0944,139891.15032832,8266.055927,325.8194936,7940.236434,1651.569178,6288.667256,3144.333628,3144.333628
94,134769.428,143232.9480784,8463.520079,333.6028513,8129.917228,1691.022783,6438.894444,3219.447222,3219.447222
95,137988.8752,146654.57656256,8665.701365,341.5721422,8324.129223,1731.418878,6592.710344,3296.355172,3296.355172
96,141285.2304,150157.94286912,8872.71247,349.7318079,8522.980662,1772.779978,6750.200684,3375.100342,3375.100342
97,144660.3307,153744.99946796,9084.668771,358.0863963,8726.582375,1815.129134,6911.453241,3455.72662,3455.72662
98,148116.0574,157417.74580472,9301.688403,366.6405638,8935.047839,1858.489951,7076.557889,3538.278944,3538.278944
99,151654.3363,161178.22861964,9523.89232,375.3990779,9148.493243,1902.886594,7245.606648,3622.803324,3622.803324
100,155277.1396,165028.54396688,9751.404369,384.3668204,9367.037549,1948.34381,7418.693739,3709.346869,3709.346869
101,158986.4865,168970.8378522,9984.351353,393.5487892,9590.802563,1994.886933,7595.91563,3797.957815,3797.957815
